deli_num,hyp_num,url_len,dot_num,nor_tld_token,sus_word_token,ip_in_hostname,url,label
0,0,15,2,1,0,1,coy.4tong1da.cn,8
0,0,10,1,0,0,1,3fyq9.com/,4
0,0,14,2,1,1,1,www.zhaos97.cc,8
1,1,14,2,1,1,1,www.yp-168.tw ,10
1,1,18,2,0,1,1,www.vasco-rama.com,4
0,0,13,2,1,1,1,www.nrdlpl.cn,2
0,0,13,1,0,0,1,d88portal.net,4
0,0,10,1,0,0,1,dfjyjt.com,2
0,0,20,2,0,0,1,xiaoshuo.wdgw888.com,6
0,0,17,2,1,1,1,www.xinlvtong.cn ,11
0,0,12,1,0,0,1,huataosw.com,2
0,0,11,1,0,0,1,benxify.com,2
0,0,9,1,0,0,1,678xy.com,6
0,0,13,2,0,1,1,www.gyzxc.com,2
0,0,9,1,1,0,1,314mg.xyz,2
0,0,17,2,0,1,1,www.qipai5118.com,2
0,0,21,2,0,1,1,www.shengxinxieye.com,6
0,0,15,2,1,1,1,www.brygold.cn ,10
0,0,14,3,1,0,0,178.236.47.109,1
0,0,17,1,0,0,1,wangluojiaoyi.com,2
0,0,23,2,0,1,1,www.zczhaoshangkuai.com,2
0,0,13,1,0,0,1,hanling9.com ,10
0,0,16,2,0,1,1,www.xishiji8.com,2
0,0,10,1,0,0,1,9999be.com,6
0,0,14,2,0,1,1,www.jsjmjj.com,2
0,0,15,2,1,0,1,upar.gxmcjj.cn ,10
0,0,11,1,0,0,1,tjyhjgy.com,2
0,0,16,2,0,1,1,www.jiurucun.com,2
0,0,10,2,0,1,1,www.yy1.lv,2
0,0,7,1,1,0,1,fb40.cc,2
0,0,10,1,0,0,1,213564.com,9
0,0,15,1,0,0,1,guzhijimaca.com,2
0,0,16,2,0,0,1,m.senpuwang.com ,10
0,0,18,2,0,1,1,www.kenafchina.com,2
0,0,18,1,0,0,1,http://jsxlbxg.com,10
0,0,15,2,0,1,1,www.1686068.com,9
0,0,15,2,0,1,1,www.xiangdt.com,4
0,0,10,1,0,0,1,236251.com,2
0,0,10,1,0,0,1,7299l7.com,9
0,0,15,2,0,1,1,www.geerand.com,6
0,0,14,2,1,1,1,www.fjzjjl.cn ,11
0,0,11,1,0,0,1,pts681.com ,11
1,1,12,1,0,0,1,mss-mllc.com,2
0,0,14,2,0,1,1,www.sxwwxn.com,2
0,0,15,2,0,1,1,www.szcxdjy.com,2
0,0,14,1,1,0,1,shiruiqing.xyz,4
0,0,16,2,0,0,1,am180.213467.com,9
0,0,14,2,0,1,1,www.988733.com,9
0,0,19,2,1,1,1,http://www.351km.cn,11
0,0,13,2,0,1,1,www.snxip.com,2
0,0,13,2,1,0,1,423.97150.top,4
0,0,11,1,0,0,1,qmyc365.com,2
0,0,20,2,1,1,1,http://www.ezsafe.cn,10
0,0,16,1,0,0,1,kaisaigongsi.com,6
0,0,11,1,0,0,1,chemiss.net,4
0,0,12,1,0,0,1,dafa8791.com,4
0,0,22,2,0,0,1,ai02qunfw4g.d66039.com,9
0,0,12,1,0,0,1,312266mm.com,2
0,0,30,2,1,0,1,bo.aff006.vip/chan/bu2088/Kg4K,4
0,0,14,2,0,1,1,www.duolmy.com,2
0,0,9,1,0,0,1,2fyq8.com,4
0,0,16,2,0,1,1,www.jiaozuo8.com,2
0,0,9,1,0,0,1,wzztb.com,3
0,0,9,1,0,0,1,tddme.com,2
0,0,19,1,0,0,1,http://pddhuzhu.com,11
0,0,13,1,0,0,1,yzlhb162.com ,11
0,0,15,2,0,0,1,29.seyoyo59.com,6
0,0,17,2,0,1,1,www.goujiugou.com,2
0,0,9,1,1,0,1,58588m.cc,3
0,0,11,2,1,1,1,www.npf.hk ,10
0,0,12,1,0,0,1,dbolical.com,4
0,0,13,3,1,0,0,178.255.41.98,4
0,0,22,2,1,0,1,http://gdnfjmxy.com.cn,11
0,0,18,2,0,1,1,www.kejiyizhan.com,2
0,0,9,1,0,0,1,hydjb.com,2
0,0,10,1,0,0,1,2laoji.com,2
0,0,20,2,0,1,1,www.bajieyingshi.com,2
0,0,15,2,0,1,1,www.1779500.com,2
0,0,19,2,0,1,1,www.13408026909.com,2
0,0,13,2,0,1,1,www.lnhwy.com,2
0,0,18,2,0,1,1,www.qinhang123.com,2
0,0,24,2,0,1,1,http://www.xingfenka.com,11
0,0,14,2,1,0,1,sd.gdgsdsf.top,4
0,0,23,2,0,1,1,www.hantuodianshang.com,6
0,0,17,2,0,1,1,www.gongguan9.com,2
0,0,23,2,1,0,1,http://yumeitang.com.cn,10
0,0,9,1,0,0,1,028hl.com,6
0,0,9,1,0,0,1,xx349.com,2
0,0,11,2,1,0,1,22.sgj10.cc,2
0,0,13,2,0,1,1,www.bjzgl.com,2
0,0,13,2,0,1,1,www.hucfw.com,2
0,0,19,2,0,1,1,www.kleineedit.com ,11
0,0,10,1,0,0,1,ahsc02.com,2
0,0,11,1,0,0,1,arbfire.com,2
0,0,19,2,0,1,1,www.taomaxphoto.com,2
0,0,14,1,0,0,1,dreamland1.com,6
0,0,14,2,1,1,1,www.zsqsdd.top,6
0,0,13,1,0,0,1,fzyaohong.com,2
0,0,8,1,1,0,1,hi19.cn ,10
0,0,11,1,0,0,1,cyszskd.com,2
0,0,16,1,1,0,1,fillionelsea.pro,4
0,0,10,1,0,0,1,vowzor.com,2
0,0,24,2,0,0,1,culture.toolsfororgs.com,2
0,0,21,2,0,0,1,483.ilimaflowers.com ,10
0,0,10,1,0,0,1,pfxind.com,2
0,0,21,3,1,1,1,www.start.56truck.cn ,11
0,0,9,1,0,0,1,cdrla.com,2
0,0,13,2,0,1,1,www.365oo.com,6
0,0,13,2,0,0,1,m.fenqix.com ,10
0,0,14,2,1,0,1,a.1jal5vl.top/,4
0,0,15,2,0,1,1,www.taodbo.com ,10
0,0,15,2,1,1,1,www.4949392.xyz,2
0,0,7,1,0,0,1,7084.us,4
0,0,9,1,0,0,1,sk562.com,4
0,0,13,2,0,1,1,www.crtcm.com,6
0,0,19,2,0,1,1,www.kouzidaren.com ,10
0,0,18,2,0,0,1,ditui.wfjyxxkj.com,11
0,0,12,2,1,0,1,api2.ttp1.cn,4
0,0,19,2,0,0,1,download.whtblm.com,4
0,0,10,1,1,0,1,ccpeizi.cn,2
0,0,11,1,0,0,1,qbnhmsc.com,4
0,0,12,1,0,0,1,pchuojia.com,6
0,0,13,1,0,0,1,053899999.com,6
0,0,20,2,0,0,1,8wtubin.jiuse903.com,2
0,0,16,2,0,0,1,am179.970191.com,9
0,0,9,2,0,0,1,m.ac9.org,8
0,0,9,1,0,0,1,dq619.com,6
0,0,25,3,1,1,1,http://www.100bang.co.kr/,11
0,0,12,2,0,1,1,www.fb60.com,6
0,0,19,3,1,1,1,www.rss.56truck.cn ,11
0,0,17,2,0,1,1,www.fjfengben.com,2
0,0,14,2,0,1,1,www.52ucba.com,6
0,0,14,2,0,1,1,www.628686.com,6
0,0,16,2,0,1,1,www.jinhu988.com,2
0,0,17,2,0,1,1,www.jatuangou.com,2
1,1,12,1,0,0,1,ctk-cert.com,2
0,0,15,1,0,0,1,planetsurya.com,4
0,0,12,1,0,0,1,zffengji.com,2
0,0,14,2,0,1,1,www.bby588.com,2
0,0,13,2,0,1,1,www.sh413.com,4
0,0,11,1,0,0,1,czmoshu.com,2
0,0,14,2,0,1,1,www.126358.com,2
0,0,21,2,0,1,1,http://www.jzjxny.com,11
0,0,16,2,0,1,1,www.ztcoffee.com,6
0,0,20,2,0,0,1,dsp02.qichengwei.com,4
0,0,13,2,0,1,1,www.c567j.com,2
0,0,16,2,0,1,1,www.0574dk8.com ,10
0,0,15,2,1,0,1,n4j2n6.nxqe.cn ,10
0,0,10,1,0,0,1,ykoyfq.com,6
0,0,14,2,0,1,1,www.df1520.com,6
0,0,15,2,0,1,1,www.zzlhpw.com ,10
0,0,14,2,0,1,1,www.bt100.net ,10
0,0,13,2,0,1,1,www.598wg.com,6
0,0,17,1,0,0,1,datassimilate.com,2
0,0,11,1,0,0,1,jhfield.com,6
0,0,22,2,0,0,1,xinghui.mywapsales.com,6
0,0,13,2,0,1,1,www.k489v.com,6
0,0,26,3,0,0,1,np32z.gyxzzj2.jishunyc.com,4
0,0,18,3,1,0,1,gxb3k.rjxz.u439.cn,4
0,0,9,1,1,0,1,5880b.tw ,10
0,0,14,2,0,1,1,www.xmxm2.com ,10
0,0,9,1,1,0,1,ssdyef.cc,4
0,0,18,1,0,0,1,mylineageadena.com,6
0,0,17,1,0,0,1,http://9888tx.com,10
0,0,13,3,1,0,0,172.104.15.81,4
0,0,16,2,0,1,1,www.haokan97.com,2
0,0,9,1,0,0,1,77xxm.com,2
0,0,22,2,0,0,1,ribenav.epscomment.com,6
0,0,21,3,0,1,1,www.m.xiaoshuo777.com,6
0,0,13,2,0,1,1,www.595ci.com,6
15,3,120,5,1,0,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2F56729.cn%00&c=1&a=103&uuid=zjyd-sq01-35145548-3311534140&d=&e=1008,11
0,0,29,2,0,1,1,http://www.56flw.com/info381/,10
1,1,15,1,0,0,1,stamp-china.com,2
0,0,12,1,0,0,1,bzweixin.com,2
0,0,9,1,0,0,1,mqgmc.com,2
0,0,16,1,0,0,1,gukjgkjvk806.com,4
0,0,10,1,0,0,1,552544.com,2
0,0,21,2,1,1,1,http://www.goodags.cn,10
0,0,13,2,0,1,1,www.fx9q.com ,10
0,0,19,2,1,0,1,h5.lanjingfenqi.cn ,10
0,0,14,3,1,0,0,139.162.28.129,4
0,0,16,2,0,1,1,www.d5p7h1l6.com,9
0,0,10,1,1,0,1,ch0248.xyz,2
0,0,19,2,1,0,1,m.gycp6739.vip:8295,8
0,0,19,2,1,1,1,www.mt4download.cn ,10
0,0,16,1,0,0,1,http://kmyz6.com,10
0,0,10,1,0,0,1,dirrga.com,6
0,0,17,1,0,0,1,3991166.com:8888 ,11
0,0,15,2,0,1,1,www.szcneoa.com,2
0,0,9,1,0,0,1,45cai.com,6
0,0,15,2,1,1,1,www.fqlzjrp.xyz,2
0,0,14,2,0,1,1,www.nbdkz.com ,10
0,0,14,2,0,1,1,www.lpscmy.com,6
0,0,18,2,0,1,1,www.qiluhanjie.com,2
0,0,10,1,0,0,1,lgxt10.com,8
0,0,14,2,0,1,1,www.911533.com,6
0,0,22,2,0,1,1,http://www.flhfood.com,11
0,0,14,2,0,1,1,www.yb5500.com,9
0,0,14,2,0,1,1,www.fzssfw.com,2
0,0,12,1,0,0,1,hbdcqshm.com,6
0,0,11,1,0,0,1,csssyzx.com,6
0,0,9,1,1,0,1,vs7l0.xyz,8
1,1,18,2,0,1,1,www.sunvo-tech.com,2
0,0,11,1,0,0,1,shyexun.com,2
0,0,10,1,0,0,1,dfp00.com ,11
0,0,16,1,0,0,1,alimamataoke.com,2
0,0,14,2,0,1,1,www.czyusi.com,2
0,0,15,1,1,0,1,ruzb3.vip/bIDjL,4
0,0,10,1,0,0,1,coexad.com,2
0,0,12,1,0,0,1,hnaoppai.com,2
0,0,12,1,0,0,1,putianyp.com,2
0,0,18,2,0,1,1,www.ihomething.com,6
0,0,16,1,0,0,1,dahuimarket.com ,10
0,0,12,1,1,0,1,gr0mtkxf.vip,9
0,0,12,1,0,0,1,mingliu6.com,6
0,0,12,1,0,0,1,315zixun.com,6
0,0,11,1,0,0,1,shhyufu.com,6
0,0,11,1,0,0,1,lh87569.com,4
0,0,13,2,0,1,1,www.bjglc.com,6
0,0,19,2,0,0,1,pgjndn.org/zR7Q.app,4
0,0,10,1,0,0,1,cnjcy.com ,10
0,0,25,2,0,0,1,dongyang.hoteliguaima.com,2
0,0,17,2,0,0,1,m.ya8880.com:5569,8
0,0,12,2,0,1,1,www.7d8h.com,2
0,0,16,2,0,1,1,www.futuoled.com,2
0,0,15,1,0,0,1,wangdai110.com ,10
0,0,13,1,0,0,1,xycp35721.com,8
0,0,21,3,1,0,1,http://124.156.139.61,11
0,0,14,2,0,1,1,www.bsb880.com,9
0,0,10,1,0,0,1,gzgqs.com ,10
0,0,13,2,1,0,1,684.61236.top,4
0,0,15,2,0,0,1,zf.cnklyjt.com ,10
0,0,13,1,0,0,1,mamibaobe.net,2
0,0,16,2,0,0,1,m.huangdu999.com,8
0,0,18,2,0,0,1,dhd5b0.51upsun.com,4
0,0,15,1,0,0,1,szkongfang.com ,10
0,0,8,1,0,0,1,pb28.com,6
0,0,18,2,0,0,1,suozhi.chhkjob.com,6
0,0,10,1,0,0,1,kxjsxy.com,2
0,0,14,2,0,1,1,www.lqtmkj.com,2
0,0,13,1,0,0,1,huaqingnh.com,2
0,0,20,1,0,0,1,santoantaodiving.com,4
0,0,9,1,0,0,1,cfjzy.com,2
0,0,16,2,0,1,1,www.kingofdj.com,6
0,0,10,1,0,0,1,xe1717.com,2
0,0,9,1,0,0,1,090cz.com,9
0,0,16,2,0,1,1,www.jswzzshs.com,2
0,0,15,2,1,0,1,2.xxdd56.cc:443,6
0,0,17,2,0,1,1,www.zhilianda.com,6
0,0,14,2,0,1,1,www.shuayx.com,2
0,0,16,2,1,1,1,www.santayuan.cn,2
0,0,27,3,0,1,1,www.xb887.me/app/index.html,4
0,0,12,1,1,0,1,rmav.cn:9138,6
0,0,16,2,0,1,1,www.sdfxjjjx.com,2
0,0,11,1,0,0,1,aiiwant.com,2
0,0,14,1,0,0,1,foodkaigyo.com,2
0,0,13,2,1,0,1,115.94709.top,4
0,0,16,2,0,1,1,www.taoh2289.com,6
0,0,9,1,0,0,1,bbe44.com,6
0,0,14,2,0,1,1,www.bll365.com,2
0,0,10,1,0,0,1,gzgtaf.com,2
0,0,19,2,0,1,1,www.runqian0578.com,6
0,0,12,2,0,1,1,www.xy13.com,6
0,0,13,2,0,1,1,www.qjmkk.com,2
0,0,12,1,0,0,1,mshmm080.com,4
0,0,12,1,0,0,1,yishu321.com,9
0,0,9,1,0,0,1,mgyx1.com,4
0,0,16,1,0,0,1,todasmienten.com,2
0,0,13,2,0,1,1,www.izkao.com,2
0,0,15,2,0,1,1,www.gzjx668.com,2
0,0,16,2,0,1,1,www.meitao99.com,2
0,0,13,1,0,0,1,jitu99bet.net,4
0,0,15,2,0,1,1,www.hnhzjjj.com,2
1,1,13,2,0,1,1,www.lc-fc.com,2
0,0,13,2,0,1,1,www.upstw.com,2
0,0,13,3,1,0,0,148.72.87.138,4
0,0,13,1,1,0,1,yundiaoke.top,4
0,0,21,2,0,0,1,qihuo.baizejihua.com ,10
0,0,13,1,0,0,1,zzqicheng.com,6
0,0,19,1,0,0,1,theranosshares.com ,10
0,0,16,1,1,0,1,http://ylzc.shop,11
1,1,14,2,0,1,1,www.wx-wm.com ,10
0,0,14,2,0,1,1,www.whhxmr.com,2
0,0,20,2,0,0,1,daydayca.chenlun.org,2
0,0,14,2,1,1,1,www.yyav42.top,2
0,0,14,1,0,0,1,ee3651111.com ,11
0,0,21,2,0,1,1,http://www.lufaka.com,11
0,0,17,1,0,0,1,xingzuojiaoyu.com,6
0,0,10,1,0,0,1,55545p.com,6
0,0,12,2,1,1,1,www.bvrs.top,2
0,0,14,1,0,0,1,changweike.com,2
1,1,18,2,0,1,1,www.hk-goldsun.com,2
0,0,15,2,0,1,1,www.3355115.com,2
0,0,10,1,0,0,1,yl1100.com,9
0,0,9,1,0,0,1,wdphb.com,6
0,0,12,1,0,0,1,www436zh.com,2
0,0,12,2,1,0,1,999.08kaw.cn,11
0,0,19,2,0,1,1,www.appzhuanke.com ,10
0,0,17,2,0,1,1,www.lychangan.com,6
0,0,15,2,0,1,1,www.sjzatbj.com,2
0,0,15,1,0,0,1,mojtabanoor.com,4
0,0,8,1,0,0,1,gxfb.net,2
0,0,10,1,0,0,1,scytfs.com,2
0,0,15,2,0,1,1,www.800coco.com,2
0,0,17,2,0,1,1,www.caopeng75.com,2
0,0,11,1,0,0,1,cccfans.com,2
0,0,12,2,1,0,1,a.lirlcj.top,4
0,0,14,2,0,1,1,www.szxdjm.com,2
0,0,14,2,1,0,1,745.99409.top/,4
0,0,13,2,1,0,1,muuky.com.cn ,10
0,0,14,2,0,1,1,www.flm920.com,2
0,0,12,1,0,0,1,marutatu.com,6
0,0,11,1,0,0,1,939966f.com,9
0,0,14,1,0,0,1,yilisports.com,4
0,0,11,1,0,0,1,ledjsgd.com,2
0,0,17,1,0,0,1,shanchuanpack.com,2
0,0,16,2,0,1,1,www.zjkc120.com ,10
1,1,10,1,0,0,1,zg-gzw.com,2
0,0,14,2,0,1,1,www.jlkrdf.com,2
0,0,11,1,0,0,1,nbdccar.com,6
0,0,10,1,0,0,1,8989ck.com,2
0,0,10,1,1,0,1,0479xx.top,2
0,0,9,1,1,0,1,algos.top,4
0,0,14,1,0,0,1,chenwupeng.com,6
0,0,14,2,0,1,1,www.cn5195.com,2
0,0,20,1,0,0,1,http://ningxials.com,10
0,0,8,1,0,0,1,8zjb.com,2
1,1,10,1,0,0,1,xc-fc.com ,10
0,0,12,1,0,0,1,fludicon.com,6
0,0,11,1,0,0,1,hzssjxh.com,2
0,0,11,1,0,0,1,csjrcrs.com,7
0,0,16,2,0,1,1,www.altaghat.com,6
0,0,12,1,0,0,1,moddroid.com,4
0,0,12,2,0,1,1,www.cggw.com,6
0,0,14,2,0,1,1,www.46929a.com,2
1,1,23,2,0,1,1,www.jsforex-market.com ,10
0,0,13,1,0,0,1,tapugroup.com,6
0,0,10,1,0,0,1,sydjsd.com,2
0,0,14,2,0,1,1,www.7c5675.com,8
0,0,8,1,0,0,1,ch3s.com,6
0,0,14,2,0,1,1,www.885577.com,6
0,0,15,2,0,1,1,www.zhihiro.com,2
0,0,11,1,0,0,1,foodbor.com,2
0,0,23,2,0,0,1,zhangye.banglachord.com,6
0,0,10,1,0,0,1,fqhs89.com,2
0,0,15,1,0,0,1,yangyang520.com,2
1,1,17,2,0,0,1,gjj666.ie-js.com ,10
0,0,8,1,0,0,1,709d.com,2
0,0,16,2,0,1,1,www.3199510.com ,11
0,0,10,1,0,0,1,jxacdi.com,2
0,0,14,2,0,1,1,www.adty77.com,2
0,0,18,2,0,0,1,gft.diyizhendi.com,6
0,0,15,1,0,0,1,baidujunshi.com,2
0,0,13,2,1,0,1,m.shaecui.xyz,8
0,0,10,1,0,0,1,dxpdd.com ,11
0,0,7,1,1,0,1,heht.cn,2
0,0,10,1,1,0,1,wang.games,4
0,0,16,2,0,1,1,www.verymars.com,6
0,0,12,1,0,0,1,tyc3206.com ,11
0,0,9,1,1,0,1,8xzmb.xyz,8
0,0,14,2,1,1,1,www.njqcks.cn ,10
0,0,18,2,0,1,1,www.piaohuavip.com,2
0,0,16,2,0,1,1,www.025toys.com ,10
0,0,14,2,0,1,1,www.hbkezi.com,2
0,0,9,1,0,0,1,oux06.com,2
0,0,8,1,1,0,1,19155.cc,6
0,0,13,2,0,1,1,www.kadvs.com,2
0,0,20,3,1,1,1,www.life.56truck.cn ,11
0,0,14,1,0,0,1,qutantuwan.com,2
0,0,9,1,0,0,1,337jj.com,2
0,0,21,2,1,1,1,http://www.wzkggs.cn/,10
0,0,10,1,0,0,1,hba360.com,2
0,0,15,1,0,0,1,shuzipinpai.com,2
0,0,14,3,1,0,0,198.52.125.239,6
0,0,14,2,0,1,1,www.xka120.com,2
0,0,20,3,1,1,1,www.mobi.56truck.cn ,11
0,0,13,2,0,1,1,www.hgcyw.com,6
1,1,10,1,0,0,1,zg-jdw.com,2
0,0,18,2,0,0,1,cszb16.tinmogj.com,2
0,0,20,1,0,0,1,graffitimyoffice.com,4
0,0,10,1,0,0,1,75591c.com,9
0,0,11,1,0,0,1,sdnljmg.com,2
0,0,11,1,0,0,1,yw35555.com,2
0,0,16,2,0,1,1,www.ccidexam.com,2
0,0,13,2,0,1,1,www.668my.com,6
0,0,17,2,0,1,1,www.365meibar.com,2
0,0,7,1,0,0,1,00ds.me,8
0,0,12,1,0,0,1,jsss138.com ,11
0,0,21,2,1,0,1,http://ygjh.cccjy.top,10
0,0,15,1,0,0,1,fhsshwl1123.com,4
0,0,25,2,0,0,1,smtp.finahangzhou2018.com,6
1,1,15,1,0,0,1,zh-zhengxin.com,2
0,0,28,2,0,0,1,sport.unitedfurnitureinc.com,6
0,0,16,1,1,0,1,http://11g81s.cn,10
0,0,10,1,0,0,1,173fzl.com,2
0,0,18,1,0,0,1,ttvip666.com/krf6s,4
0,0,12,1,0,0,1,jsss135.com ,11
0,0,22,1,0,0,1,sharpmindengineers.com,4
0,0,17,2,0,1,1,www.ramunelis.com,2
0,0,13,1,0,0,1,ypsilonht.com,2
0,0,10,1,0,0,1,hdylmx.com,2
0,0,16,1,0,0,1,0571jiekuan.com ,10
0,0,13,1,0,0,1,jiayingzp.com,2
0,0,26,2,1,0,1,http://xkyq21.xykyql02.top,10
0,0,13,1,1,0,1,3bmmq8z6.live,2
0,0,17,2,0,0,1,m.cschuboshi.com ,10
0,0,15,2,0,1,1,www.hbcxmx.com ,11
0,0,21,2,0,1,1,http://www.rgbjp.com/,10
1,1,15,2,0,1,1,www.hz-yayu.com,2
0,0,14,2,0,1,1,www.aqd226.com,6
0,0,13,2,0,1,1,www.uumtv.com,2
0,0,11,1,0,0,1,yiiwiki.com,2
0,0,10,1,0,0,1,jnhhkt.com,2
15,3,122,5,1,0,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2F163kao.com%00&c=1&a=103&uuid=zjyd-sq03-37666500-3311577665&d=&e=1008,10
0,0,10,1,1,0,1,ch0243.xyz,2
0,0,10,1,0,0,1,lgcp19.com,8
0,0,18,2,0,0,1,waihui.smesun.com ,10
0,0,17,1,1,0,1,http://jxggwpx.cn,11
0,0,13,2,0,1,1,www.e456e.com,2
0,0,16,2,1,1,1,www.jakm.cn:8181,6
0,0,16,2,0,0,1,m.hongrui888.com,6
0,0,13,2,0,1,1,www.wdphb.com,6
0,0,10,1,0,0,1,gao904.com,6
0,0,14,2,1,1,1,www.kingoon.cn,6
0,0,10,1,0,0,1,sdflzy.com,2
1,1,10,1,0,0,1,1k-app.com,4
0,0,19,2,0,1,1,www.dechamplain.org,4
0,0,9,1,0,0,1,zhfor.com,4
0,0,16,2,1,0,1,fdj78.csagub.top,4
0,0,11,1,0,0,1,dxy6668.com,8
0,0,8,1,0,0,1,cqtk.com,6
0,0,14,2,1,1,1,www.fxeye.top ,10
0,0,11,1,0,0,1,qhdzjwy.com,2
0,0,13,2,0,1,1,www.04flw.com,2
0,0,10,1,0,0,1,0564js.com,2
1,1,20,2,0,1,1,www.epure-nature.com,2
0,0,14,2,0,0,1,m.app88hf3.com,8
0,0,14,1,0,0,1,cleverace.com ,10
0,0,14,2,0,1,1,www.wuxiu8.com,2
0,0,9,1,0,0,1,zjjnt.com,2
0,0,10,1,0,0,1,eoodou.com,6
0,0,16,2,0,1,1,www.dgpushuo.com,2
0,0,14,2,0,1,1,www.qdinol.com,2
0,0,13,1,0,0,1,88homeus.com ,11
0,0,15,2,0,1,1,www.masjpcw.com,2
0,0,10,1,0,0,1,yl4jmz.com,2
0,0,10,1,0,0,1,844yhh.com,8
0,0,15,2,0,1,1,www.xmhuoda.com,6
0,0,9,1,0,0,1,mkhec.com,6
0,0,11,1,0,0,1,leju123.com,2
0,0,13,2,0,1,1,www.dmz06.com,2
0,0,11,1,0,0,1,1237app.com,9
0,0,9,1,0,0,1,1fym9.com,4
0,0,20,1,0,0,1,supportomahafire.com,2
0,0,17,1,0,0,1,lousuiiii0303.com,4
0,0,9,1,1,0,1,tsj00.vip,8
0,0,12,2,0,1,1,www.567z.com,6
0,0,15,2,0,1,1,www.cscall.com ,10
0,0,11,1,0,0,1,hetengv.com,2
0,0,15,2,1,0,1,fsf.gsdhufsh.cc,4
0,0,10,1,0,0,1,schgny.com,2
0,0,10,1,0,0,1,1fym13.com,4
0,0,15,2,0,1,1,www.mx00002.com,9
0,0,13,1,0,0,1,motoredun.com,2
0,0,24,3,0,0,1,np32z.gyxzaz2.xfmtcn.com,4
0,0,17,2,0,1,1,www.piccyqkwj.com,6
0,0,22,3,1,1,1,www.hrservices.com.cn ,10
0,0,12,1,0,0,1,yyds855.com/,4
0,0,18,2,0,1,1,www.ytbeichuan.com,2
0,0,16,2,0,1,1,www.dlcrest.com ,10
0,0,28,3,1,1,1,https://www.renwujun.com.cn/,11
0,0,14,2,0,1,1,www.42cccc.com,2
0,0,8,1,1,0,1,qkkjh.cc,2
0,0,11,1,0,0,1,hykj100.com,2
0,0,18,2,0,1,1,www.classplast.com,2
0,0,18,2,0,1,1,www.ahbaijiaqi.com,2
0,0,11,1,0,0,1,fun3889.com,9
0,0,11,1,0,0,1,1918999.com,2
0,0,23,1,0,0,1,vitallifeadventures.com,4
0,0,9,1,1,0,1,96115.cc ,11
0,0,13,2,0,1,1,www.swnfc.com,2
0,0,10,1,1,0,1,ojlzdlf.cn,2
0,0,11,1,0,0,1,9896644.com,2
0,0,20,1,0,0,1,ecuadorecologico.com,2
0,0,22,2,0,1,1,http://www.hbsd120.com,11
0,0,13,1,0,0,1,xiaonenbi.com,2
0,0,10,1,0,0,1,tsldgs.com,2
0,0,20,2,0,0,1,jiqing.anmoganji.com,6
0,0,15,2,0,1,1,www.edai51.com ,10
0,0,16,2,1,0,1,kpa3.one6868.one,4
0,0,11,1,0,0,1,wfylove.com,6
0,0,14,2,0,1,1,www.by6259.com,2
0,0,13,2,1,1,1,www.ermvlu.cn,2
0,0,14,2,0,1,1,www.ynjssc.com,6
0,0,13,2,0,1,1,www.9b268.com,9
0,0,9,1,1,0,1,sialiy.cn,2
0,0,15,1,0,0,1,violoncelos.com,2
0,0,21,1,0,0,1,meihaoshenghuo326.com,8
0,0,10,1,0,0,1,xzdwmz.com,2
0,0,16,2,0,1,1,www.hytwuliu.com,2
0,0,13,1,0,0,1,huadixuan.com,2
0,0,16,3,1,1,1,www.hbmap.com.cn,6
0,0,14,2,0,1,1,www.x2tube.com,2
0,0,17,2,0,1,1,www.wwwtuav18.com,2
0,0,14,2,1,1,1,www.yyjq4n.cn ,10
0,0,10,1,1,0,1,jnxmym4.cn,4
0,0,9,1,1,0,1,99sua.cn ,11
0,0,11,1,0,0,1,pts281.com ,11
0,0,20,2,0,0,1,yantai.moyun321.com ,10
0,0,12,1,1,0,1,yfti9hf.live,2
0,0,11,1,1,0,1,dagemao.cn ,10
0,0,13,1,0,0,1,rtqqyfdsj.com,6
0,0,15,1,0,0,1,dongxufloor.com,2
0,0,26,2,0,0,1,caobb3.com/down/index.html,4
0,0,15,2,0,0,1,wap.krcaiyi.com,6
0,0,15,3,1,0,1,474.96049.top/.,4
0,0,14,2,0,0,1,ccc.953144.com,9
0,0,15,3,1,0,1,069.31554.top/.,4
0,0,13,2,0,1,1,www.avj84.com,2
0,0,11,1,1,0,1,xiaohjj.xyz,2
0,0,13,1,0,0,1,npzrx.com/241,4
0,0,22,2,1,0,1,daikuanyugu.sdkdev.cn ,10
0,0,16,2,0,1,1,www.aiweibyj.com,2
0,0,40,2,0,1,1,www.privatepointundergroundwisconsin.com,2
0,0,10,1,1,0,1,hhk238.xyz,2
0,0,22,2,0,0,1,changsha.bangrong.com ,10
0,0,20,2,0,1,1,www.kareltelekom.com,2
0,0,10,1,0,0,1,bzhkpw.com,2
0,0,13,2,1,1,1,www.gsph1.cn ,10
0,0,17,1,0,0,1,http://xhzz88.com,11
0,0,20,2,0,1,1,www.xiheliangpin.com,6
0,0,14,2,0,1,1,www.199156.com,2
0,0,13,1,0,0,1,tiansolar.com,2
0,0,15,1,1,0,1,hyguoji0168.top,8
0,0,8,1,0,0,1,huo5.com,6
0,0,12,3,1,0,0,172.81.104.8,4
0,0,17,1,0,0,1,peluang99bet.info,4
0,0,23,2,0,1,1,www.boldstrummerltd.com,2
0,0,10,1,1,0,1,ekhxkj.vip,4
0,0,17,2,0,0,1,js.anniezmeng.com,2
